inspection_id,project_id,inspection_type,inspection_date,inspector_id,location,result,defects_found,corrective_action,reinspection_date,remarks,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
INS-B8E55770,PRJ-039,Formwork,2023-05-18,EMP-0096,"Level 21, Zone D",Passed,0,,,,,2023-05-18T15:00:00,2023-05-18T15:00:00,system@alrashdeng.ae,1,True,
INS-1AA5D4E2,PRJ-039,Concrete Pour,2023-09-14,EMP-0080,"Level 11, Zone C",Passed,0,,,Whether edge left American hope.,,2023-09-14T14:06:00,2023-09-14T14:06:00,system@alrashdeng.ae,1,True,
INS-5ACC0D2F,PRJ-039,Rebar Placement,2023-12-09,EMP-0089,"Level 35, Zone A",Failed,3,Serious term amount idea director put.,2023-12-23,Myself cost court tend role protect.,,2023-12-09T08:38:00,2023-12-09T08:38:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-47A029AE,PRJ-039,Rebar Placement,2023-06-07,EMP-0084,"Level 25, Zone C",Passed,0,,,,,2023-06-07T12:21:00,2023-06-07T12:21:00,system@alrashdeng.ae,1,True,
INS-D0919DCD,PRJ-039,Rebar Placement,2023-11-07,EMP-0096,"Level 14, Zone D",Passed,0,,,,,2023-11-07T08:32:00,2023-11-07T08:32:00,system@alrashdeng.ae,1,True,
INS-C5A435CB,PRJ-039,Final Handover,2023-06-30,EMP-0080,"Level 30, Zone A",Passed,0,,,,,2023-06-30T17:19:00,2023-06-30T17:19:00,system@alrashdeng.ae,1,True,
INS-8E5BEF68,PRJ-039,Formwork,2023-03-04,EMP-0097,"Level 13, Zone B",Failed,4,Million store every rise care particular recent.,2023-03-18,Also rather arm table draw trouble.,,2023-03-04T12:01:00,2023-03-04T12:01:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-31BF8A3C,PRJ-040,Rebar Placement,2025-06-12,EMP-0097,"Level 27, Zone A",Conditional,1,Election fire remember house develop center bill.,,Represent lawyer letter these.,,2025-06-12T10:13:00,2025-06-12T10:13:00,system@alrashdeng.ae,1,True,
INS-32D8AFF9,PRJ-040,Rebar Placement,2025-05-15,EMP-0084,"Level 17, Zone C",Passed,0,,,,,2025-05-15T09:02:00,2025-05-15T09:02:00,system@alrashdeng.ae,1,True,
INS-32AF7B95,PRJ-040,Waterproofing,2025-06-23,EMP-0079,"Level 42, Zone A",Failed,1,Describe if follow difficult think talk rich.,2025-07-03,Truth partner measure serve.,,2025-06-23T08:59:00,2025-06-23T08:59:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-F5F30D6E,PRJ-040,Final Handover,2025-07-22,EMP-0089,"Level 33, Zone C",Passed,0,,,,,2025-07-22T14:16:00,2025-07-22T14:16:00,system@alrashdeng.ae,1,True,
INS-B864AAF7,PRJ-040,Concrete Pour,2025-09-17,EMP-0090,"Level 25, Zone A",Failed,0,Through action continue star young ahead blood.,2025-10-01,Born campaign others under each help.,,2025-09-17T09:57:00,2025-09-17T09:57:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-BAB0DBE0,PRJ-040,Formwork,2025-09-08,EMP-0079,"Level 41, Zone B",Passed,0,,,Statement other whether traditional true.,,2025-09-08T13:37:00,2025-09-08T13:37:00,system@alrashdeng.ae,1,True,
INS-5E2F0318,PRJ-040,Rebar Placement,2026-01-22,EMP-0091,"Level 20, Zone D",Passed,0,,,,,2026-01-22T09:07:00,2026-01-22T09:07:00,system@alrashdeng.ae,1,True,
INS-0ED57C8C,PRJ-040,Structural,2025-10-24,EMP-0079,"Level 41, Zone A",Passed,0,,,,,2025-10-24T08:42:00,2025-10-24T08:42:00,system@alrashdeng.ae,1,True,
INS-1F884ED9,PRJ-040,Formwork,2025-04-29,EMP-0098,"Level 49, Zone B",Conditional,5,Police offer board factor discuss morning gas.,,,,2025-04-29T16:59:00,2025-04-29T16:59:00,system@alrashdeng.ae,1,True,
INS-68437031,PRJ-040,MEP Rough-In,2025-04-12,EMP-0079,"Level 11, Zone C",Passed,0,,,,,2025-04-12T15:49:00,2025-04-12T15:49:00,system@alrashdeng.ae,1,True,
INS-F10CB4F0,PRJ-040,Formwork,2025-06-07,EMP-0079,"Level 27, Zone B",Passed,0,,,,,2025-06-07T11:52:00,2025-06-07T11:52:00,system@alrashdeng.ae,1,True,
INS-12D0FF7D,PRJ-040,Fire Safety,2025-06-14,EMP-0097,"Level 27, Zone A",Conditional,0,Later friend industry begin value.,,Candidate movie wait amount happen.,,2025-06-14T13:40:00,2025-06-14T13:40:00,system@alrashdeng.ae,1,True,
INS-7E0C5286,PRJ-040,Structural,2025-04-11,EMP-0095,"Level 3, Zone C",Passed,0,,,,,2025-04-11T12:10:00,2025-04-11T12:10:00,system@alrashdeng.ae,1,True,
INS-CA6D6803,PRJ-040,Rebar Placement,2026-02-09,EMP-0082,"Level 48, Zone A",Passed,0,,,Mind benefit second.,,2026-02-09T13:00:00,2026-02-09T13:00:00,system@alrashdeng.ae,1,True,
INS-0ACAE683,PRJ-040,Rebar Placement,2025-08-24,EMP-0090,"Level 50, Zone C",Failed,0,Themselves area those guess huge.,2025-09-07,Because that agree child lay fly seat beyond.,,2025-08-24T07:16:00,2025-08-24T07:16:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-572D3274,PRJ-040,Structural,2025-06-01,EMP-0079,"Level 34, Zone A",Passed,0,,,,,2025-06-01T14:58:00,2025-06-01T14:58:00,system@alrashdeng.ae,1,True,
INS-8CDFE58D,PRJ-040,Waterproofing,2025-07-31,EMP-0079,"Level 49, Zone B",Passed,0,,,,,2025-07-31T16:20:00,2025-07-31T16:20:00,system@alrashdeng.ae,1,True,
INS-A05A53C4,PRJ-040,Waterproofing,2025-06-04,EMP-0096,"Level 22, Zone A",Passed,0,,,Interesting no total perform worker story face.,,2025-06-04T07:37:00,2025-06-04T07:37:00,system@alrashdeng.ae,1,True,
INS-E577E1B6,PRJ-040,Fire Safety,2026-02-18,EMP-0094,"Level 2, Zone D",Conditional,1,Above month language create fear local project.,,,,2026-02-18T14:16:00,2026-02-18T14:16:00,system@alrashdeng.ae,1,True,
INS-684F1E52,PRJ-040,Structural,2025-10-04,EMP-0091,"Level 38, Zone B",Passed,0,,,,,2025-10-04T17:34:00,2025-10-04T17:34:00,system@alrashdeng.ae,1,True,
INS-9D506E83,PRJ-040,Concrete Pour,2025-04-19,EMP-0093,"Level 16, Zone B",Passed,0,,,,,2025-04-19T11:05:00,2025-04-19T11:05:00,system@alrashdeng.ae,1,True,
INS-5EDD3492,PRJ-040,Formwork,2025-12-01,EMP-0097,"Level 42, Zone A",Passed,0,,,,,2025-12-01T12:29:00,2025-12-01T12:29:00,system@alrashdeng.ae,1,True,
INS-D27F6D1F,PRJ-040,Final Handover,2025-09-01,EMP-0091,"Level 11, Zone C",Conditional,1,Medical year oil.,,,,2025-09-01T17:34:00,2025-09-01T17:34:00,system@alrashdeng.ae,1,True,
INS-2E89015E,PRJ-040,Final Handover,2025-04-25,EMP-0090,"Level 48, Zone D",Passed,0,,,,,2025-04-25T16:51:00,2025-04-25T16:51:00,system@alrashdeng.ae,1,True,
INS-FDECC58D,PRJ-040,MEP Rough-In,2026-02-09,EMP-0079,"Level 6, Zone D",Passed,0,,,Old close series relationship perhaps.,,2026-02-09T11:31:00,2026-02-09T11:31:00,system@alrashdeng.ae,1,True,
INS-CEDDADEC,PRJ-040,Structural,2025-10-29,EMP-0081,"Level 30, Zone C",Passed,0,,,,,2025-10-29T13:56:00,2025-10-29T13:56:00,system@alrashdeng.ae,1,True,
INS-D48D5F9A,PRJ-040,Fire Safety,2025-08-07,EMP-0096,"Level 0, Zone B",Failed,5,Politics service second put seven take bed.,2025-08-16,,,2025-08-07T14:24:00,2025-08-07T14:24:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-5DBE0139,PRJ-040,Rebar Placement,2025-09-24,EMP-0090,"Level 24, Zone B",Passed,0,,,Himself weight eat form bill again matter finally.,,2025-09-24T15:25:00,2025-09-24T15:25:00,system@alrashdeng.ae,1,True,
INS-F40AB6CF,PRJ-040,Concrete Pour,2025-10-27,EMP-0084,"Level 19, Zone B",Passed,0,,,,,2025-10-27T13:56:00,2025-10-27T13:56:00,system@alrashdeng.ae,1,True,
INS-D6D4EB06,PRJ-040,Structural,2025-06-01,EMP-0093,"Level 41, Zone A",Failed,0,Family center wide identify nice.,2025-06-10,,,2025-06-01T09:53:00,2025-06-01T09:53:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-05E0C019,PRJ-040,Final Handover,2026-02-10,EMP-0087,"Level 2, Zone B",Passed,0,,,,,2026-02-10T12:52:00,2026-02-10T12:52:00,system@alrashdeng.ae,1,True,
INS-A3E6BBFD,PRJ-040,Formwork,2026-02-27,EMP-0084,"Level 5, Zone B",Passed,0,,,,,2026-02-27T11:11:00,2026-02-27T11:11:00,system@alrashdeng.ae,1,True,
INS-E4406398,PRJ-040,Fire Safety,2025-05-13,EMP-0082,"Level 21, Zone D",Passed,0,,,Politics community democratic.,,2025-05-13T07:33:00,2025-05-13T07:33:00,system@alrashdeng.ae,1,True,
INS-851E4FE8,PRJ-040,Waterproofing,2025-10-08,EMP-0097,"Level 24, Zone A",Passed,0,,,,,2025-10-08T08:23:00,2025-10-08T08:23:00,system@alrashdeng.ae,1,True,
INS-9A36E49E,PRJ-040,Fire Safety,2025-10-23,EMP-0082,"Level 0, Zone C",Passed,0,,,Practice together minute price night admit.,,2025-10-23T10:21:00,2025-10-23T10:21:00,system@alrashdeng.ae,1,True,
INS-E5B23A6D,PRJ-040,Rebar Placement,2026-01-01,EMP-0084,"Level 46, Zone A",Passed,0,,,,,2026-01-01T12:58:00,2026-01-01T12:58:00,system@alrashdeng.ae,1,True,
INS-1E287C97,PRJ-040,Concrete Pour,2025-07-27,EMP-0088,"Level 39, Zone B",Passed,0,,,,,2025-07-27T09:15:00,2025-07-27T09:15:00,system@alrashdeng.ae,1,True,
INS-9C296B78,PRJ-040,Formwork,2026-02-24,EMP-0081,"Level 0, Zone A",Passed,0,,,Game near support chair opportunity grow.,,2026-02-24T16:17:00,2026-02-24T16:17:00,system@alrashdeng.ae,1,True,
INS-17EF71FC,PRJ-040,MEP Rough-In,2025-11-15,EMP-0081,"Level 50, Zone C",Passed,0,,,Him her imagine authority stop address loss.,,2025-11-15T17:51:00,2025-11-15T17:51:00,system@alrashdeng.ae,1,True,
INS-E1DD8D91,PRJ-040,Waterproofing,2025-08-23,EMP-0078,"Level 34, Zone D",Passed,0,,,,,2025-08-23T11:44:00,2025-08-23T11:44:00,system@alrashdeng.ae,1,True,
INS-504E4B66,PRJ-040,Final Handover,2025-05-22,EMP-0093,"Level 37, Zone B",Passed,0,,,,,2025-05-22T11:02:00,2025-05-22T11:02:00,system@alrashdeng.ae,1,True,
INS-1EC4816D,PRJ-040,Rebar Placement,2025-10-11,EMP-0081,"Level 27, Zone B",Passed,0,,,,,2025-10-11T10:31:00,2025-10-11T10:31:00,system@alrashdeng.ae,1,True,
INS-660F44E6,PRJ-040,Rebar Placement,2025-06-26,EMP-0094,"Level 6, Zone A",Failed,0,Chance onto significant sure evening together take.,2025-07-09,,,2025-06-26T09:55:00,2025-06-26T09:55:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-3946AD23,PRJ-040,Formwork,2026-01-06,EMP-0091,"Level 22, Zone D",Passed,0,,,,,2026-01-06T16:48:00,2026-01-06T16:48:00,system@alrashdeng.ae,1,True,
INS-6F2AE2FD,PRJ-040,MEP Rough-In,2025-04-04,EMP-0088,"Level 23, Zone D",Passed,0,,,,,2025-04-04T11:49:00,2025-04-04T11:49:00,system@alrashdeng.ae,1,True,
INS-1006E0EB,PRJ-040,Formwork,2025-10-20,EMP-0091,"Level 13, Zone C",Passed,0,,,,,2025-10-20T15:09:00,2025-10-20T15:09:00,system@alrashdeng.ae,1,True,
INS-C3649C91,PRJ-040,Final Handover,2026-03-02,EMP-0098,"Level 9, Zone C",Passed,0,,,,,2026-03-02T09:08:00,2026-03-02T09:08:00,system@alrashdeng.ae,1,True,
INS-AB16B1FD,PRJ-040,Fire Safety,2025-08-10,EMP-0084,"Level 20, Zone A",Conditional,0,Sport friend wide take answer.,,Heart argue possible bag.,,2025-08-10T15:43:00,2025-08-10T15:43:00,system@alrashdeng.ae,1,True,
INS-5246CC34,PRJ-040,Formwork,2025-10-30,EMP-0095,"Level 1, Zone C",Failed,0,Laugh similar television.,2025-11-05,,,2025-10-30T12:14:00,2025-10-30T12:14:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-717D0042,PRJ-040,Formwork,2025-09-24,EMP-0094,"Level 30, Zone B",Failed,0,Phone anyone happy point establish time.,2025-10-01,,,2025-09-24T14:27:00,2025-09-24T14:27:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-298D4C45,PRJ-040,Structural,2025-08-28,EMP-0079,"Level 34, Zone B",Passed,0,,,,,2025-08-28T14:19:00,2025-08-28T14:19:00,system@alrashdeng.ae,1,True,
INS-23C560D2,PRJ-041,Final Handover,2023-04-17,EMP-0080,"Level 46, Zone B",Conditional,0,Several in candidate case affect sometimes.,,,,2023-04-17T12:13:00,2023-04-17T12:13:00,system@alrashdeng.ae,1,True,
INS-D3752185,PRJ-041,MEP Rough-In,2024-06-23,EMP-0090,"Level 35, Zone C",Passed,0,,,,,2024-06-23T08:23:00,2024-06-23T08:23:00,system@alrashdeng.ae,1,True,
INS-FB6333CB,PRJ-041,Formwork,2024-01-04,EMP-0090,"Level 8, Zone A",Conditional,5,Not usually at sing.,,,,2024-01-04T14:53:00,2024-01-04T14:53:00,system@alrashdeng.ae,1,True,
INS-8895D134,PRJ-041,Rebar Placement,2023-03-26,EMP-0086,"Level 50, Zone C",Passed,0,,,,,2023-03-26T17:52:00,2023-03-26T17:52:00,system@alrashdeng.ae,1,True,
INS-33E1F2AF,PRJ-041,Concrete Pour,2023-08-24,EMP-0090,"Level 5, Zone C",Passed,0,,,Discussion visit west fire resource commercial general.,,2023-08-24T12:09:00,2023-08-24T12:09:00,system@alrashdeng.ae,1,True,
INS-ED5ACDDC,PRJ-041,Structural,2024-11-06,EMP-0087,"Level 22, Zone D",Failed,2,Less daughter you traditional.,2024-11-13,Bad clear here despite.,,2024-11-06T10:04:00,2024-11-06T10:04:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-AB6D0F79,PRJ-041,Final Handover,2023-12-02,EMP-0081,"Level 7, Zone C",Failed,1,Car many of general building design.,2023-12-08,Through nation film or.,,2023-12-02T11:50:00,2023-12-02T11:50:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-52B19D01,PRJ-041,Final Handover,2024-06-11,EMP-0083,"Level 39, Zone D",Failed,4,Cell how member.,2024-06-21,,,2024-06-11T07:48:00,2024-06-11T07:48:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-48E61273,PRJ-041,MEP Rough-In,2024-11-14,EMP-0098,"Level 19, Zone B",Passed,0,,,,,2024-11-14T16:38:00,2024-11-14T16:38:00,system@alrashdeng.ae,1,True,
INS-AE9ABF14,PRJ-041,Fire Safety,2024-11-27,EMP-0095,"Level 44, Zone C",Passed,0,,,Story huge move until toward.,,2024-11-27T13:40:00,2024-11-27T13:40:00,system@alrashdeng.ae,1,True,
INS-2B99F902,PRJ-041,Rebar Placement,2024-06-20,EMP-0093,"Level 32, Zone D",Passed,0,,,,,2024-06-20T09:07:00,2024-06-20T09:07:00,system@alrashdeng.ae,1,True,
INS-29568D7D,PRJ-041,Formwork,2024-10-08,EMP-0093,"Level 38, Zone C",Passed,0,,,,,2024-10-08T13:58:00,2024-10-08T13:58:00,system@alrashdeng.ae,1,True,
INS-D2152070,PRJ-041,Formwork,2024-04-17,EMP-0093,"Level 18, Zone A",Passed,0,,,Movie consumer pick end us information occur future.,,2024-04-17T10:13:00,2024-04-17T10:13:00,system@alrashdeng.ae,1,True,
INS-9B43324C,PRJ-041,Formwork,2024-08-15,EMP-0083,"Level 11, Zone B",Passed,0,,,Doctor international step themselves much theory.,,2024-08-15T12:16:00,2024-08-15T12:16:00,system@alrashdeng.ae,1,True,
INS-FEF44A33,PRJ-041,Concrete Pour,2024-08-27,EMP-0092,"Level 0, Zone C",Failed,3,Impact full occur last school manage.,2024-09-02,,,2024-08-27T11:46:00,2024-08-27T11:46:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-6DBE934E,PRJ-041,MEP Rough-In,2024-05-27,EMP-0090,"Level 35, Zone D",Conditional,2,Race yes law record I visit.,,,,2024-05-27T14:16:00,2024-05-27T14:16:00,system@alrashdeng.ae,1,True,
INS-CEBF3EA4,PRJ-041,Final Handover,2023-08-07,EMP-0078,"Level 14, Zone D",Passed,0,,,,,2023-08-07T12:25:00,2023-08-07T12:25:00,system@alrashdeng.ae,1,True,
INS-C3B8A22B,PRJ-041,Concrete Pour,2023-06-12,EMP-0092,"Level 24, Zone B",Passed,0,,,,,2023-06-12T15:54:00,2023-06-12T15:54:00,system@alrashdeng.ae,1,True,
INS-A8AE5C67,PRJ-041,Rebar Placement,2023-03-13,EMP-0083,"Level 50, Zone B",Passed,0,,,,,2023-03-13T10:54:00,2023-03-13T10:54:00,system@alrashdeng.ae,1,True,
INS-596BF99F,PRJ-041,Structural,2024-08-22,EMP-0095,"Level 10, Zone D",Failed,4,Purpose beat hotel them hand since.,2024-08-29,Writer view rather if change authority prepare.,,2024-08-22T09:27:00,2024-08-22T09:27:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-2384BB95,PRJ-041,MEP Rough-In,2024-10-22,EMP-0097,"Level 13, Zone B",Passed,0,,,Nothing why sense western newspaper move.,,2024-10-22T11:46:00,2024-10-22T11:46:00,system@alrashdeng.ae,1,True,
INS-9BE4E2AC,PRJ-041,Structural,2024-05-14,EMP-0096,"Level 10, Zone A",Passed,0,,,Eye national administration citizen throughout also former.,,2024-05-14T13:42:00,2024-05-14T13:42:00,system@alrashdeng.ae,1,True,
INS-3AD41C9A,PRJ-041,Concrete Pour,2023-04-02,EMP-0086,"Level 34, Zone C",Passed,0,,,Item rest respond economy why possible fear.,,2023-04-02T08:11:00,2023-04-02T08:11:00,system@alrashdeng.ae,1,True,
INS-831FE884,PRJ-041,Waterproofing,2024-03-27,EMP-0098,"Level 16, Zone B",Passed,0,,,Picture positive exist later nation leader special.,,2024-03-27T15:51:00,2024-03-27T15:51:00,system@alrashdeng.ae,1,True,
INS-17776760,PRJ-041,Waterproofing,2024-10-07,EMP-0096,"Level 35, Zone A",Conditional,0,Type dog name language local much.,,Ago past ever sister.,,2024-10-07T17:19:00,2024-10-07T17:19:00,system@alrashdeng.ae,1,True,
INS-A9E7BB4F,PRJ-041,Fire Safety,2024-11-08,EMP-0081,"Level 9, Zone C",Passed,0,,,,,2024-11-08T07:55:00,2024-11-08T07:55:00,system@alrashdeng.ae,1,True,
INS-7E129751,PRJ-041,MEP Rough-In,2024-11-14,EMP-0092,"Level 35, Zone A",Passed,0,,,,,2024-11-14T07:19:00,2024-11-14T07:19:00,system@alrashdeng.ae,1,True,
INS-93188472,PRJ-041,MEP Rough-In,2023-11-09,EMP-0090,"Level 16, Zone A",Failed,0,Media responsibility child street floor officer.,2023-11-23,,,2023-11-09T12:37:00,2023-11-09T12:37:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-A4AFADE6,PRJ-041,Fire Safety,2024-01-17,EMP-0095,"Level 40, Zone C",Passed,0,,,,,2024-01-17T11:10:00,2024-01-17T11:10:00,system@alrashdeng.ae,1,True,
INS-660A3BDB,PRJ-041,MEP Rough-In,2024-02-10,EMP-0093,"Level 36, Zone B",Passed,0,,,Radio society happy receive.,,2024-02-10T10:48:00,2024-02-10T10:48:00,system@alrashdeng.ae,1,True,
INS-5C405FA3,PRJ-041,MEP Rough-In,2024-09-18,EMP-0090,"Level 21, Zone D",Passed,0,,,,,2024-09-18T13:29:00,2024-09-18T13:29:00,system@alrashdeng.ae,1,True,
INS-9E9A1E40,PRJ-041,Final Handover,2024-06-30,EMP-0093,"Level 31, Zone C",Passed,0,,,,,2024-06-30T12:50:00,2024-06-30T12:50:00,system@alrashdeng.ae,1,True,
INS-07D7A393,PRJ-041,Structural,2023-10-07,EMP-0080,"Level 13, Zone C",Failed,0,Collection tonight compare second.,2023-10-17,,,2023-10-07T16:04:00,2023-10-07T16:04:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-EF29C0F7,PRJ-041,Fire Safety,2024-08-30,EMP-0085,"Level 49, Zone A",Failed,4,Hotel order cultural good spring family point.,2024-09-12,,,2024-08-30T11:11:00,2024-08-30T11:11:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-BD46BB37,PRJ-041,Final Handover,2024-04-14,EMP-0082,"Level 12, Zone B",Passed,0,,,,,2024-04-14T07:43:00,2024-04-14T07:43:00,system@alrashdeng.ae,1,True,
INS-D48F16C5,PRJ-041,Structural,2024-03-08,EMP-0081,"Level 23, Zone A",Passed,0,,,,,2024-03-08T08:05:00,2024-03-08T08:05:00,system@alrashdeng.ae,1,True,
INS-8BD296CC,PRJ-041,Rebar Placement,2024-09-07,EMP-0088,"Level 19, Zone A",Passed,0,,,,,2024-09-07T09:47:00,2024-09-07T09:47:00,system@alrashdeng.ae,1,True,
INS-1A64EED2,PRJ-041,Structural,2024-11-06,EMP-0086,"Level 31, Zone B",Passed,0,,,If end range trouble cost seven.,,2024-11-06T11:37:00,2024-11-06T11:37:00,system@alrashdeng.ae,1,True,
INS-E9F8E115,PRJ-041,Concrete Pour,2024-06-09,EMP-0080,"Level 0, Zone D",Failed,0,Home why commercial watch develop reason.,2024-06-18,Morning site have difference yard mean.,,2024-06-09T11:52:00,2024-06-09T11:52:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-06919B1D,PRJ-041,Concrete Pour,2024-02-27,EMP-0087,"Level 40, Zone A",Passed,0,,,,,2024-02-27T14:14:00,2024-02-27T14:14:00,system@alrashdeng.ae,1,True,
INS-F4CD6362,PRJ-042,Concrete Pour,2026-01-05,EMP-0090,"Level 29, Zone D",Conditional,3,Wear next administration fly maintain quite.,,,,2026-01-05T13:28:00,2026-01-05T13:28:00,system@alrashdeng.ae,1,True,
INS-4E7E9AC8,PRJ-042,Concrete Pour,2025-08-12,EMP-0096,"Level 43, Zone D",Passed,0,,,,,2025-08-12T09:48:00,2025-08-12T09:48:00,system@alrashdeng.ae,1,True,
INS-E4D479E7,PRJ-042,Final Handover,2024-12-27,EMP-0083,"Level 27, Zone C",Passed,0,,,,,2024-12-27T09:03:00,2024-12-27T09:03:00,system@alrashdeng.ae,1,True,
INS-D517FA40,PRJ-042,Structural,2024-08-15,EMP-0096,"Level 36, Zone D",Passed,0,,,Trial out close current.,,2024-08-15T11:58:00,2024-08-15T11:58:00,system@alrashdeng.ae,1,True,
INS-44E5F394,PRJ-042,Final Handover,2025-08-21,EMP-0081,"Level 42, Zone C",Passed,0,,,,,2025-08-21T17:28:00,2025-08-21T17:28:00,system@alrashdeng.ae,1,True,
INS-35CEBDA8,PRJ-042,MEP Rough-In,2025-07-06,EMP-0083,"Level 49, Zone D",Failed,3,Film foot law force foreign blue.,2025-07-09,,,2025-07-06T17:21:00,2025-07-06T17:21:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-36E75939,PRJ-042,Rebar Placement,2025-04-23,EMP-0092,"Level 43, Zone D",Passed,0,,,,,2025-04-23T09:46:00,2025-04-23T09:46:00,system@alrashdeng.ae,1,True,
INS-F35C02FD,PRJ-042,Concrete Pour,2025-08-03,EMP-0096,"Level 27, Zone C",Passed,0,,,,,2025-08-03T15:44:00,2025-08-03T15:44:00,system@alrashdeng.ae,1,True,
INS-72840356,PRJ-042,Structural,2024-08-29,EMP-0080,"Level 2, Zone C",Failed,5,Animal where entire suggest recent poor.,2024-09-10,,,2024-08-29T12:32:00,2024-08-29T12:32:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-164E9CD4,PRJ-042,Final Handover,2023-05-06,EMP-0096,"Level 18, Zone B",Passed,0,,,Simply concern him.,,2023-05-06T10:54:00,2023-05-06T10:54:00,system@alrashdeng.ae,1,True,
INS-977BEE96,PRJ-042,Waterproofing,2024-09-03,EMP-0086,"Level 31, Zone A",Passed,0,,,,,2024-09-03T10:09:00,2024-09-03T10:09:00,system@alrashdeng.ae,1,True,
INS-BB853C91,PRJ-042,Structural,2024-08-28,EMP-0093,"Level 42, Zone D",Passed,0,,,Serious according guess dog.,,2024-08-28T12:38:00,2024-08-28T12:38:00,system@alrashdeng.ae,1,True,
INS-592B4112,PRJ-042,Waterproofing,2024-08-17,EMP-0088,"Level 33, Zone D",Passed,0,,,,,2024-08-17T13:24:00,2024-08-17T13:24:00,system@alrashdeng.ae,1,True,
INS-54B56B05,PRJ-042,Waterproofing,2024-04-09,EMP-0096,"Level 40, Zone C",Failed,3,Speak speak into around foot significant media.,2024-04-23,,,2024-04-09T12:53:00,2024-04-09T12:53:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-478FCEDD,PRJ-042,MEP Rough-In,2025-07-05,EMP-0086,"Level 28, Zone C",Conditional,2,Television catch relationship member work.,,,,2025-07-05T17:08:00,2025-07-05T17:08:00,system@alrashdeng.ae,1,True,
INS-56EBD83A,PRJ-042,Concrete Pour,2025-10-30,EMP-0089,"Level 15, Zone D",Passed,0,,,,,2025-10-30T16:41:00,2025-10-30T16:41:00,system@alrashdeng.ae,1,True,
INS-CBEE2346,PRJ-042,Waterproofing,2025-04-27,EMP-0094,"Level 39, Zone D",Passed,0,,,,,2025-04-27T10:41:00,2025-04-27T10:41:00,system@alrashdeng.ae,1,True,
INS-9D180608,PRJ-042,Waterproofing,2025-09-29,EMP-0088,"Level 1, Zone B",Failed,3,Concern can when treat whose.,2025-10-07,,,2025-09-29T07:49:00,2025-09-29T07:49:00,system@alrashdeng.ae,1,True,Failed Inspection
INS-068055F3,PRJ-042,Concrete Pour,2025-07-28,EMP-0089,"Level 14, Zone B",Passed,0,,,,,2025-07-28T15:23:00,2025-07-28T15:23:00,system@alrashdeng.ae,1,True,
INS-0A164306,PRJ-042,MEP Rough-In,2023-06-06,EMP-0083,"Level 46, Zone A",Passed,0,,,,,2023-06-06T16:24:00,2023-06-06T16:24:00,system@alrashdeng.ae,1,True,
INS-A3A051E8,PRJ-042,Concrete Pour,2023-02-18,EMP-0086,"Level 49, Zone A",Passed,0,,,,,2023-02-18T14:13:00,2023-02-18T14:13:00,system@alrashdeng.ae,1,True,
INS-129F9FA5,PRJ-042,Waterproofing,2023-09-22,EMP-0080,"Level 22, Zone A",Passed,0,,,Capital theory third still son.,,2023-09-22T13:13:00,2023-09-22T13:13:00,system@alrashdeng.ae,1,True,
INS-52F02148,PRJ-042,Waterproofing,2025-10-01,EMP-0078,"Level 20, Zone A",Passed,0,,,,,2025-10-01T09:26:00,2025-10-01T09:26:00,system@alrashdeng.ae,1,True,
INS-A227AC14,PRJ-042,MEP Rough-In,2024-01-28,EMP-0095,"Level 28, Zone D",Passed,0,,,,,2024-01-28T11:59:00,2024-01-28T11:59:00,system@alrashdeng.ae,1,True,
INS-AE973869,PRJ-042,Final Handover,2025-01-02,EMP-0086,"Level 41, Zone D",Passed,0,,,,,2025-01-02T13:55:00,2025-01-02T13:55:00,system@alrashdeng.ae,1,True,
INS-85123413,PRJ-042,Concrete Pour,2023-04-26,EMP-0085,"Level 13, Zone B",Passed,0,,,Pay history people respond century white real.,,2023-04-26T10:52:00,2023-04-26T10:52:00,system@alrashdeng.ae,1,True,
INS-A32785F7,PRJ-042,Final Handover,2025-12-19,EMP-0086,"Level 7, Zone C",Failed,4,Rest fall including section can suffer.,2025-12-24,Try explain wear attorney.,,2025-12-19T16:18:00,2025-12-19T16:18:00,system@alrashdeng.ae,1,True,Failed Inspection
