incident_id,project_id,incident_date,incident_type,severity,description,location,injured_persons,lti_days,root_cause,corrective_action,status,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
INC-946B835D,PRJ-023,2024-08-04,Near Miss,Medium,Test believe maybe ever happy.,"Level 8, East Wing",0,0,Unsafe Condition,Successful party five today.,Open,—,2024-08-04T17:45:00,2024-08-04T17:45:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-42E32C21,PRJ-023,2025-11-16,Medical Treatment,Low,Anything discussion I.,"Level 1, West Wing",1,0,Equipment Failure,Data trip measure.,Open,—,2025-11-16T16:10:00,2025-11-16T16:10:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-4D81FAED,PRJ-023,2024-09-10,Medical Treatment,Medium,Across worker often sense week growth beyond stock.,"Level 41, East Wing",1,0,Unsafe Act,Once join cause crime single soldier arrive.,Closed,—,2024-09-10T08:55:00,2024-09-10T08:55:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E83FC4FD,PRJ-023,2024-08-29,Near Miss,Low,Finish factor person fear hit rate model.,"Level 19, West Wing",0,0,Unsafe Condition,Company after color gun keep minute social.,Closed,—,2024-08-29T16:31:00,2024-08-29T16:31:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E007F4D8,PRJ-023,2025-03-27,Near Miss,Low,Hotel back dark administration never.,"Level 18, East Wing",0,0,Unsafe Condition,Among light season whose charge show.,Closed,—,2025-03-27T11:39:00,2025-03-27T11:39:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-67BCDE05,PRJ-023,2024-03-09,First Aid,Low,Participant middle special situation property.,"Level 45, North Wing",1,0,Equipment Failure,Number place item your effect.,Closed,—,2024-03-09T16:38:00,2024-03-09T16:38:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-AE082B55,PRJ-023,2025-04-07,First Aid,Medium,Director believe require.,"Level 9, South Wing",1,0,Unsafe Condition,Hold dog heart condition.,Closed,—,2025-04-07T13:19:00,2025-04-07T13:19:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5CE2A1CF,PRJ-023,2025-07-11,Property Damage,Medium,Fill face able player law trial.,"Level 46, North Wing",0,0,Lack of Training,Charge time goal shake bit ability.,Closed,—,2025-07-11T10:02:00,2025-07-11T10:02:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-61F55560,PRJ-023,2024-05-21,Near Miss,Medium,Section science so consumer hope accept.,"Level 0, South Wing",0,0,Equipment Failure,Opportunity PM kind partner friend memory.,Closed,—,2024-05-21T07:54:00,2024-05-21T07:54:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B814085F,PRJ-023,2025-03-21,Lost Time Injury,High,Through care fine authority agency home.,"Level 26, West Wing",1,25,Equipment Failure,Nation explain would them determine still training.,Open,—,2025-03-21T16:15:00,2025-03-21T16:15:00,system@alrashdeng.ae,1,True,"High Severity,High Incident Rate"
INC-E942C749,PRJ-024,2021-11-27,Property Damage,Low,Check deep modern crime entire.,"Level 16, East Wing",0,0,Unsafe Condition,Suggest add baby attack understand.,Open,—,2021-11-27T13:41:00,2021-11-27T13:41:00,system@alrashdeng.ae,1,True,—
INC-840C1C13,PRJ-026,2023-05-15,Environmental Spill,Low,Agency during probably wrong police see.,"Level 9, North Wing",0,0,Equipment Failure,Its behind must doctor develop current.,Closed,—,2023-05-15T07:03:00,2023-05-15T07:03:00,system@alrashdeng.ae,1,True,—
INC-74803A96,PRJ-026,2021-06-02,Near Miss,Low,Set ground save at none son need.,"Level 22, East Wing",0,0,Lack of Training,Fall serve concern accept.,Open,—,2021-06-02T10:55:00,2021-06-02T10:55:00,system@alrashdeng.ae,1,True,—
INC-E684FCF6,PRJ-026,2023-09-13,First Aid,Low,Authority skill Congress meeting teacher quite catch.,"Level 9, East Wing",1,0,Lack of Training,Their natural build spring indicate involve.,Closed,—,2023-09-13T12:27:00,2023-09-13T12:27:00,system@alrashdeng.ae,1,True,—
INC-C25DC90C,PRJ-027,2025-03-16,Near Miss,Low,Local direction Republican everything.,"Level 8, North Wing",0,0,Lack of Training,As thought far approach stand read collection animal.,Open,—,2025-03-16T15:39:00,2025-03-16T15:39:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-65BE2ECD,PRJ-027,2025-09-22,Near Miss,Low,Small dream discover whether.,"Level 12, East Wing",0,0,Unsafe Act,Another tree we wide style.,Closed,—,2025-09-22T13:36:00,2025-09-22T13:36:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-35E274E1,PRJ-027,2025-05-21,First Aid,Low,Once entire successful no ground modern course world.,"Level 3, South Wing",1,0,Unsafe Act,Improve effort benefit news pretty stop opportunity.,Closed,—,2025-05-21T13:37:00,2025-05-21T13:37:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-552BD285,PRJ-027,2024-11-07,Near Miss,Low,Senior evening provide talk.,"Level 30, North Wing",0,0,Lack of Training,Free agree fire news.,Open,—,2024-11-07T17:43:00,2024-11-07T17:43:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-1AD261A6,PRJ-027,2025-12-01,Medical Treatment,Medium,Pass low eye like.,"Level 45, North Wing",1,0,Unsafe Act,Nothing reality likely machine edge.,Closed,—,2025-12-01T10:26:00,2025-12-01T10:26:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-41965462,PRJ-027,2025-09-03,Property Damage,Low,House quickly mean everyone way how.,"Level 8, West Wing",0,0,Lack of Training,Senior long sit out if watch kind.,Closed,—,2025-09-03T15:41:00,2025-09-03T15:41:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-C47A09FF,PRJ-027,2025-01-23,Near Miss,Medium,Surface some enjoy challenge next.,"Level 12, North Wing",0,0,Equipment Failure,Ability job order may child style car.,Open,—,2025-01-23T16:14:00,2025-01-23T16:14:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-4833B94A,PRJ-027,2025-06-14,Lost Time Injury,High,Fill ok similar.,"Level 9, North Wing",1,9,Lack of Training,I carry part remember.,Closed,—,2025-06-14T15:28:00,2025-06-14T15:28:00,system@alrashdeng.ae,1,True,"High Severity,High Incident Rate"
INC-B09FF74F,PRJ-027,2025-05-22,Property Damage,Medium,Industry face next anything project better.,"Level 8, South Wing",0,0,Unsafe Act,Hundred model least change strong.,Open,—,2025-05-22T09:35:00,2025-05-22T09:35:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-7CCBCC75,PRJ-027,2025-06-23,Near Miss,Medium,Though church stop water discover party.,"Level 9, North Wing",0,0,Lack of Training,Decide person within.,Closed,—,2025-06-23T12:24:00,2025-06-23T12:24:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B2BC5F62,PRJ-028,2022-11-27,First Aid,Low,Among president word could outside next.,"Level 47, North Wing",1,0,Unsafe Act,They face ten behavior effect special major.,Closed,—,2022-11-27T17:26:00,2022-11-27T17:26:00,system@alrashdeng.ae,1,True,—
INC-45B7B856,PRJ-029,2024-03-08,Near Miss,Medium,Cut thank last leg every open pattern.,"Level 47, West Wing",0,0,Lack of Training,Work learn attack financial statement hope team.,Closed,—,2024-03-08T16:59:00,2024-03-08T16:59:00,system@alrashdeng.ae,1,True,—
INC-9C0EACBA,PRJ-030,2023-01-28,First Aid,Medium,Behind upon professional significant economy gas.,"Level 17, North Wing",1,0,Unsafe Condition,Training husband tough role benefit.,Open,—,2023-01-28T13:22:00,2023-01-28T13:22:00,system@alrashdeng.ae,1,True,—
INC-4B1831EE,PRJ-030,2021-07-27,Fire Incident,High,Relationship market this investment.,"Level 29, North Wing",0,0,Unsafe Condition,Three all talk treatment source.,Closed,—,2021-07-27T17:54:00,2021-07-27T17:54:00,system@alrashdeng.ae,1,True,High Severity
INC-81999617,PRJ-031,2025-03-03,Medical Treatment,Medium,Product soon quality interesting type open hit.,"Level 16, West Wing",1,0,Lack of Training,Leg discuss easy shake budget enough teacher.,Open,—,2025-03-03T14:02:00,2025-03-03T14:02:00,system@alrashdeng.ae,1,True,—
INC-6B698C27,PRJ-032,2022-05-19,Near Miss,Low,Usually book certainly foreign local civil story.,"Level 14, North Wing",0,0,Unsafe Act,Why subject only brother support serve perhaps.,Closed,—,2022-05-19T13:00:00,2022-05-19T13:00:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-A605A224,PRJ-032,2023-06-14,First Aid,Medium,Election western old person.,"Level 17, West Wing",1,0,Unsafe Act,Ago morning beyond receive quality night.,Closed,—,2023-06-14T07:54:00,2023-06-14T07:54:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B69859D7,PRJ-032,2022-02-07,Near Miss,Low,Article some Democrat tonight data.,"Level 21, North Wing",0,0,Equipment Failure,Fly not wife against start itself performance.,Closed,—,2022-02-07T17:23:00,2022-02-07T17:23:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-D8EEDEE8,PRJ-032,2021-11-23,Property Damage,Medium,Even figure above second.,"Level 3, East Wing",0,0,Unsafe Act,Already know improve chance similar.,Closed,—,2021-11-23T16:01:00,2021-11-23T16:01:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-4FF61385,PRJ-032,2023-11-03,Lost Time Injury,High,Know yeah main.,"Level 23, East Wing",1,23,Equipment Failure,In scientist computer no product form society child.,Closed,—,2023-11-03T12:31:00,2023-11-03T12:31:00,system@alrashdeng.ae,1,True,"High Severity,High Incident Rate"
INC-FEB111FA,PRJ-032,2023-08-26,First Aid,Low,Represent office scientist chance tell boy system turn.,"Level 30, South Wing",1,0,Unsafe Act,Ready speech impact station focus every run.,Open,—,2023-08-26T11:31:00,2023-08-26T11:31:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-D618C273,PRJ-032,2022-03-09,Near Miss,Medium,Reduce vote whose during project travel travel.,"Level 9, North Wing",0,0,Unsafe Condition,Could only receive great research area.,Closed,—,2022-03-09T09:05:00,2022-03-09T09:05:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-1ED0B632,PRJ-032,2022-05-09,Medical Treatment,Medium,Food research ability play little up red.,"Level 1, North Wing",1,0,Unsafe Act,Article under go west arrive.,Closed,—,2022-05-09T14:27:00,2022-05-09T14:27:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-68B4CC5F,PRJ-032,2021-12-29,Property Damage,Medium,Suggest let challenge simply a book.,"Level 31, North Wing",0,0,Lack of Training,Thing offer religious read.,Closed,—,2021-12-29T11:43:00,2021-12-29T11:43:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-F51DBCE3,PRJ-032,2021-06-29,Medical Treatment,Low,Act them seven condition recent church.,"Level 5, North Wing",1,0,Unsafe Act,True reach decision natural beyond training imagine huge.,Open,—,2021-06-29T16:03:00,2021-06-29T16:03:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-703B3070,PRJ-033,2023-03-20,First Aid,Medium,Century girl east.,"Level 48, South Wing",1,0,Unsafe Condition,How worker discussion at.,Closed,—,2023-03-20T14:12:00,2023-03-20T14:12:00,system@alrashdeng.ae,1,True,—
INC-E2C3240A,PRJ-033,2022-06-02,Fire Incident,High,Call industry step himself level through citizen.,"Level 35, North Wing",0,0,Unsafe Condition,Radio job again.,Closed,—,2022-06-02T07:39:00,2022-06-02T07:39:00,system@alrashdeng.ae,1,True,High Severity
INC-CBA87493,PRJ-033,2022-10-06,Property Damage,Low,Allow spend hotel ask either reduce.,"Level 6, East Wing",0,0,Lack of Training,Difficult tend choice side area sport it.,Closed,—,2022-10-06T10:31:00,2022-10-06T10:31:00,system@alrashdeng.ae,1,True,—
INC-49573664,PRJ-033,2022-04-13,First Aid,Low,Food save condition.,"Level 13, East Wing",1,0,Equipment Failure,Physical present reality in.,Closed,—,2022-04-13T10:47:00,2022-04-13T10:47:00,system@alrashdeng.ae,1,True,—
INC-B386C60F,PRJ-034,2021-09-21,First Aid,Medium,War may its available.,"Level 40, South Wing",1,0,Lack of Training,Program hand threat dream whom allow four.,Closed,—,2021-09-21T12:25:00,2021-09-21T12:25:00,system@alrashdeng.ae,1,True,—
INC-C698A364,PRJ-034,2020-11-18,Environmental Spill,Medium,Tax serious tree nice father forward.,"Level 26, North Wing",0,0,Lack of Training,Card book budget key year girl.,Open,—,2020-11-18T07:02:00,2020-11-18T07:02:00,system@alrashdeng.ae,1,True,—
INC-F6C9FF0F,PRJ-034,2021-03-25,Near Miss,Medium,Performance health no mother.,"Level 35, East Wing",0,0,Unsafe Condition,Eye camera course up only.,Open,—,2021-03-25T08:20:00,2021-03-25T08:20:00,system@alrashdeng.ae,1,True,—
INC-96DE1B89,PRJ-034,2022-05-24,First Aid,Medium,Pretty usually fish however character human.,"Level 3, North Wing",1,0,Lack of Training,Issue alone possible friend generation hand.,Closed,—,2022-05-24T10:43:00,2022-05-24T10:43:00,system@alrashdeng.ae,1,True,—
INC-DF5FCF32,PRJ-034,2021-07-09,First Aid,Medium,Reason guy tend customer there economy free.,"Level 29, North Wing",1,0,Unsafe Act,Strong common sort environment.,Closed,—,2021-07-09T14:39:00,2021-07-09T14:39:00,system@alrashdeng.ae,1,True,—
INC-87AB7BDA,PRJ-035,2025-11-22,First Aid,Low,Protect person manage.,"Level 18, North Wing",1,0,Lack of Training,Born visit indicate become.,Open,—,2025-11-22T17:50:00,2025-11-22T17:50:00,system@alrashdeng.ae,1,True,—
INC-2611019A,PRJ-035,2024-08-26,Lost Time Injury,High,Show eat speech camera push energy.,"Level 18, East Wing",1,14,Equipment Failure,Although put believe writer blue month board.,Closed,—,2024-08-26T16:42:00,2024-08-26T16:42:00,system@alrashdeng.ae,1,True,High Severity
INC-8EF156C1,PRJ-035,2025-04-17,First Aid,Medium,Evening similar new they probably east should.,"Level 7, West Wing",1,0,Unsafe Act,Network share ten road safe.,Closed,—,2025-04-17T07:55:00,2025-04-17T07:55:00,system@alrashdeng.ae,1,True,—
INC-83EC6EDA,PRJ-035,2024-04-27,Lost Time Injury,High,Maintain unit economic road.,"Level 23, West Wing",1,27,Unsafe Condition,Surface food my or their form pressure.,Closed,—,2024-04-27T13:27:00,2024-04-27T13:27:00,system@alrashdeng.ae,1,True,High Severity
INC-448C9F12,PRJ-035,2026-02-22,First Aid,Medium,Cover executive style.,"Level 18, East Wing",1,0,Lack of Training,Yes need scientist reason throw fund.,Closed,—,2026-02-22T17:43:00,2026-02-22T17:43:00,system@alrashdeng.ae,1,True,—
INC-F50ACF03,PRJ-035,2026-02-16,Near Miss,Medium,Result price special option also continue black.,"Level 31, West Wing",0,0,Equipment Failure,Yourself best reduce nothing individual.,Closed,—,2026-02-16T16:39:00,2026-02-16T16:39:00,system@alrashdeng.ae,1,True,—
INC-2927C870,PRJ-035,2025-12-08,Property Damage,Low,Town while stop simply certain.,"Level 10, South Wing",0,0,Lack of Training,Chance rate road not.,Closed,—,2025-12-08T09:14:00,2025-12-08T09:14:00,system@alrashdeng.ae,1,True,—
INC-0D33FD06,PRJ-035,2025-11-18,Property Damage,Low,Stand environment meeting nice stuff once real.,"Level 27, South Wing",0,0,Unsafe Condition,Out suggest home technology chance each.,Closed,—,2025-11-18T13:17:00,2025-11-18T13:17:00,system@alrashdeng.ae,1,True,—
INC-6EC7C0EE,PRJ-036,2023-09-15,First Aid,Low,Individual rather many top build information.,"Level 33, West Wing",1,0,Unsafe Act,Make team mention benefit age woman.,Closed,—,2023-09-15T13:56:00,2023-09-15T13:56:00,system@alrashdeng.ae,1,True,—
INC-3C30E1EA,PRJ-036,2024-04-30,Near Miss,Low,Now send fact beyond establish always history.,"Level 25, South Wing",0,0,Lack of Training,There couple thought shoulder suggest age you.,Open,—,2024-04-30T07:42:00,2024-04-30T07:42:00,system@alrashdeng.ae,1,True,—
INC-FB69D228,PRJ-036,2024-10-03,Near Miss,Low,True history behind control better design term.,"Level 12, North Wing",0,0,Lack of Training,Spring usually guy edge name budget.,Closed,—,2024-10-03T17:12:00,2024-10-03T17:12:00,system@alrashdeng.ae,1,True,—
INC-810618EC,PRJ-036,2024-06-21,Near Miss,Low,Office fine who million hard.,"Level 22, West Wing",0,0,Unsafe Act,Subject push listen most north.,Closed,—,2024-06-21T14:57:00,2024-06-21T14:57:00,system@alrashdeng.ae,1,True,—
INC-03E2AEB7,PRJ-036,2024-09-05,Near Miss,Medium,Partner health party concern professor our.,"Level 32, East Wing",0,0,Equipment Failure,Weight itself clear drive.,Closed,—,2024-09-05T11:19:00,2024-09-05T11:19:00,system@alrashdeng.ae,1,True,—
INC-7852A230,PRJ-036,2024-03-26,First Aid,Low,Discuss effect mother party parent sell.,"Level 28, South Wing",1,0,Unsafe Condition,Whole play like night security week.,Closed,—,2024-03-26T16:56:00,2024-03-26T16:56:00,system@alrashdeng.ae,1,True,—
INC-D26833B2,PRJ-036,2023-10-19,Lost Time Injury,High,Thus adult team market.,"Level 7, West Wing",1,25,Equipment Failure,Inside nor guy.,Closed,—,2023-10-19T16:44:00,2023-10-19T16:44:00,system@alrashdeng.ae,1,True,High Severity
INC-A91929B2,PRJ-036,2024-08-30,Environmental Spill,Medium,Experience lawyer since project everyone yes stuff.,"Level 35, South Wing",0,0,Unsafe Condition,Recent perform air describe wear.,Closed,—,2024-08-30T15:34:00,2024-08-30T15:34:00,system@alrashdeng.ae,1,True,—
INC-6E620D36,PRJ-036,2024-06-17,Near Miss,Medium,Whom task PM thousand instead main.,"Level 42, South Wing",0,0,Unsafe Act,Likely position career appear unit.,Closed,—,2024-06-17T17:45:00,2024-06-17T17:45:00,system@alrashdeng.ae,1,True,—
INC-0064B74D,PRJ-037,2020-08-16,Medical Treatment,Medium,Discover economy score suffer community adult be.,"Level 19, North Wing",1,0,Equipment Failure,Language represent skill send popular could value.,Closed,—,2020-08-16T14:17:00,2020-08-16T14:17:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-3634CE84,PRJ-037,2022-05-18,Near Miss,Medium,Difficult pattern care campaign those manage late consider.,"Level 12, West Wing",0,0,Unsafe Condition,Edge knowledge fund close blood source moment.,Open,—,2022-05-18T17:26:00,2022-05-18T17:26:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-ECF23B29,PRJ-037,2021-03-03,Near Miss,Medium,Money it alone represent couple.,"Level 22, West Wing",0,0,Lack of Training,Old how she major strategy.,Closed,—,2021-03-03T14:37:00,2021-03-03T14:37:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-040C6BA7,PRJ-037,2022-04-03,First Aid,Low,Left too personal this sign.,"Level 24, North Wing",1,0,Unsafe Condition,Happy me order language little.,Open,—,2022-04-03T11:16:00,2022-04-03T11:16:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B8E67936,PRJ-037,2022-04-09,Near Miss,Low,Radio concern future capital police.,"Level 5, North Wing",0,0,Lack of Training,Yard value financial ball.,Closed,—,2022-04-09T12:20:00,2022-04-09T12:20:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-7965396A,PRJ-037,2021-04-28,Near Miss,Low,Wear in would population moment soldier mind seven.,"Level 18, North Wing",0,0,Lack of Training,Skin democratic increase try their thank for.,Closed,—,2021-04-28T15:27:00,2021-04-28T15:27:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-FA6783A4,PRJ-037,2021-12-08,Near Miss,Medium,Career win boy night security common well forward.,"Level 0, North Wing",0,0,Equipment Failure,Appear peace leave management number case push measure.,Closed,—,2021-12-08T17:28:00,2021-12-08T17:28:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-5A6366E6,PRJ-037,2022-01-25,Near Miss,Medium,She none performance management let.,"Level 16, North Wing",0,0,Lack of Training,Remain network place special.,Closed,—,2022-01-25T12:13:00,2022-01-25T12:13:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-B7D55497,PRJ-037,2022-02-03,Fire Incident,High,Age air score concern.,"Level 31, East Wing",0,0,Unsafe Condition,Property other house floor focus follow.,Closed,—,2022-02-03T08:52:00,2022-02-03T08:52:00,system@alrashdeng.ae,1,True,"High Severity,High Incident Rate"
INC-C4687767,PRJ-037,2021-02-28,Near Miss,Low,North huge better.,"Level 17, West Wing",0,0,Unsafe Act,Professional account require.,Closed,—,2021-02-28T17:19:00,2021-02-28T17:19:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-7BD6DFBA,PRJ-038,2022-09-28,Near Miss,Medium,Evening probably low pull.,"Level 14, South Wing",0,0,Equipment Failure,Theory result operation hour glass.,Closed,—,2022-09-28T15:17:00,2022-09-28T15:17:00,system@alrashdeng.ae,1,True,—
INC-842A8DD2,PRJ-038,2022-10-13,Near Miss,Low,Table wear generation lead only.,"Level 12, East Wing",0,0,Unsafe Act,Sea ask present ten.,Open,—,2022-10-13T14:32:00,2022-10-13T14:32:00,system@alrashdeng.ae,1,True,—
INC-53DA18C6,PRJ-039,2023-03-15,Near Miss,Low,War leg push quite marriage.,"Level 31, North Wing",0,0,Lack of Training,Economy reveal star hold strategy.,Closed,—,2023-03-15T17:06:00,2023-03-15T17:06:00,system@alrashdeng.ae,1,True,—
INC-0C4F81AC,PRJ-039,2023-04-15,Medical Treatment,Medium,Program across remember opportunity out.,"Level 22, North Wing",1,0,Lack of Training,A tree avoid time physical.,Open,—,2023-04-15T12:06:00,2023-04-15T12:06:00,system@alrashdeng.ae,1,True,—
INC-69B627DB,PRJ-040,2026-01-17,First Aid,Medium,Wait yard others loss.,"Level 20, South Wing",1,0,Equipment Failure,You hotel remain include several.,Closed,—,2026-01-17T13:35:00,2026-01-17T13:35:00,system@alrashdeng.ae,1,True,—
INC-CB2CF472,PRJ-040,2026-01-06,Near Miss,Medium,Least seek color should.,"Level 11, West Wing",0,0,Equipment Failure,Hope matter special site save design.,Open,—,2026-01-06T08:54:00,2026-01-06T08:54:00,system@alrashdeng.ae,1,True,—
INC-FD29F979,PRJ-040,2025-07-28,Property Damage,Low,He certain gun mother road threat majority.,"Level 34, East Wing",0,0,Unsafe Condition,Role listen nice behavior area material.,Open,—,2025-07-28T15:56:00,2025-07-28T15:56:00,system@alrashdeng.ae,1,True,—
INC-4C2B3E78,PRJ-040,2025-09-25,Near Miss,Medium,Subject environmental rise see whole author quite.,"Level 33, South Wing",0,0,Equipment Failure,Employee recently small daughter.,Open,—,2025-09-25T09:12:00,2025-09-25T09:12:00,system@alrashdeng.ae,1,True,—
INC-C55C08F7,PRJ-040,2025-08-16,Medical Treatment,Low,House team trouble free recently eight oil.,"Level 38, North Wing",1,0,Equipment Failure,On as painting.,Closed,—,2025-08-16T11:46:00,2025-08-16T11:46:00,system@alrashdeng.ae,1,True,—
INC-37BBFA61,PRJ-040,2025-07-25,Environmental Spill,Medium,Article hour hope.,"Level 16, East Wing",0,0,Unsafe Act,Society approach quickly home.,Closed,—,2025-07-25T07:42:00,2025-07-25T07:42:00,system@alrashdeng.ae,1,True,—
INC-BDAFFF6B,PRJ-040,2025-04-22,Near Miss,Low,That stuff may bed.,"Level 16, East Wing",0,0,Unsafe Act,Share throughout crime usually role security.,Open,—,2025-04-22T16:39:00,2025-04-22T16:39:00,system@alrashdeng.ae,1,True,—
INC-6A65CEF4,PRJ-040,2026-02-28,Near Miss,Low,Use lot pick clear soon first.,"Level 32, West Wing",0,0,Unsafe Condition,Hotel leave recent free fear or research.,Closed,—,2026-02-28T07:01:00,2026-02-28T07:01:00,system@alrashdeng.ae,1,True,—
INC-B18256EC,PRJ-041,2023-04-04,First Aid,Medium,Turn his she us for region consumer state.,"Level 15, South Wing",1,0,Equipment Failure,Act prevent off describe receive bit wonder.,Closed,—,2023-04-04T09:13:00,2023-04-04T09:13:00,system@alrashdeng.ae,1,True,—
INC-D0BC2436,PRJ-041,2023-11-13,Medical Treatment,Low,Inside church economic serious such.,"Level 27, East Wing",1,0,Unsafe Act,Away matter base career parent.,Closed,—,2023-11-13T10:09:00,2023-11-13T10:09:00,system@alrashdeng.ae,1,True,—
INC-A01A79A1,PRJ-041,2023-04-23,Property Damage,Medium,As opportunity someone send list project.,"Level 2, East Wing",0,0,Unsafe Act,From outside choice realize gun can.,Closed,—,2023-04-23T14:14:00,2023-04-23T14:14:00,system@alrashdeng.ae,1,True,—
INC-069CED48,PRJ-041,2024-02-19,Near Miss,Medium,Crime six character challenge sing require.,"Level 9, South Wing",0,0,Equipment Failure,Up something ground century take money marriage hear.,Open,—,2024-02-19T12:16:00,2024-02-19T12:16:00,system@alrashdeng.ae,1,True,—
INC-993F9B16,PRJ-041,2024-09-25,First Aid,Low,Feel wall improve professional sure material.,"Level 50, East Wing",1,0,Unsafe Condition,Everybody growth almost range to early.,Open,—,2024-09-25T14:56:00,2024-09-25T14:56:00,system@alrashdeng.ae,1,True,—
INC-FFAB7EF6,PRJ-042,2025-05-26,Medical Treatment,Medium,We rise any national various lose idea.,"Level 6, South Wing",1,0,Lack of Training,Standard walk seek section full.,Open,—,2025-05-26T16:27:00,2025-05-26T16:27:00,system@alrashdeng.ae,1,True,—
INC-02B294BE,PRJ-042,2023-05-08,Near Miss,Medium,Ability toward new quite.,"Level 3, West Wing",0,0,Unsafe Act,Main man whom effect itself open.,Open,—,2023-05-08T07:39:00,2023-05-08T07:39:00,system@alrashdeng.ae,1,True,—
INC-8C4D3864,PRJ-042,2024-05-31,First Aid,Medium,Heavy store skill fast several drug.,"Level 10, West Wing",1,0,Lack of Training,Doctor stage kind season impact.,Closed,—,2024-05-31T12:05:00,2024-05-31T12:05:00,system@alrashdeng.ae,1,True,—
INC-E4E7F9E7,PRJ-042,2023-09-22,Near Miss,Low,Choose tend realize turn.,"Level 7, West Wing",0,0,Lack of Training,Maybe pattern avoid a.,Closed,—,2023-09-22T08:38:00,2023-09-22T08:38:00,system@alrashdeng.ae,1,True,—
INC-E2D560E8,PRJ-042,2023-09-10,First Aid,Low,Each would anyone white boy face floor.,"Level 44, South Wing",1,0,Equipment Failure,Education candidate indicate.,Closed,—,2023-09-10T13:19:00,2023-09-10T13:19:00,system@alrashdeng.ae,1,True,—
INC-904CD8E4,PRJ-042,2024-12-22,Medical Treatment,Low,Clearly away green onto late with.,"Level 44, East Wing",1,0,Lack of Training,Help occur seem very oil paper.,Closed,—,2024-12-22T13:02:00,2024-12-22T13:02:00,system@alrashdeng.ae,1,True,—
INC-FA1B98EA,PRJ-043,2024-09-13,First Aid,Low,Home half pass population money.,"Level 10, South Wing",1,0,Lack of Training,Late federal section raise get pressure gun.,Closed,—,2024-09-13T12:54:00,2024-09-13T12:54:00,system@alrashdeng.ae,1,True,—
INC-9CB0E36B,PRJ-044,2024-08-18,First Aid,Low,Education energy when reveal usually ask itself.,"Level 34, East Wing",1,0,Lack of Training,Floor fund economy live everyone just citizen.,Closed,—,2024-08-18T15:36:00,2024-08-18T15:36:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-7481931B,PRJ-044,2024-09-03,Near Miss,Medium,Hard total authority tax per until.,"Level 4, West Wing",0,0,Lack of Training,Strategy light health or protect summer determine.,Closed,—,2024-09-03T12:11:00,2024-09-03T12:11:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-A3A5EB87,PRJ-044,2025-09-12,First Aid,Medium,Truth food activity.,"Level 29, East Wing",1,0,Equipment Failure,Go box discover focus hair.,Closed,—,2025-09-12T12:06:00,2025-09-12T12:06:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-9257D302,PRJ-044,2024-06-26,Near Miss,Medium,Everyone understand fact call price.,"Level 27, South Wing",0,0,Unsafe Condition,Billion care particular east third area without.,Closed,—,2024-06-26T14:26:00,2024-06-26T14:26:00,system@alrashdeng.ae,1,True,High Incident Rate
INC-E0958C06,PRJ-044,2025-02-19,First Aid,Medium,Theory happy war finish trade.,"Level 3, South Wing",1,0,Unsafe Act,Provide after how specific mean room build idea.,Open,—,2025-02-19T07:05:00,2025-02-19T07:05:00,system@alrashdeng.ae,1,True,High Incident Rate
