document_id,project_id,document_type,document_number,title,revision,created_date,created_by_emp,status,discipline,file_path,internal_notes,created_at,last_updated_at,created_by,record_version,is_active,tags
DOC-BE30B353,PRJ-052,Site Instruction,SIT-052-712,Around leave might sometimes there audience,R3,2024-12-21,EMP-0130,For Review,Civil,//server/projects/PRJ-052/Site Instruction/ARuDsX.pdf,—,2024-12-21T12:50:00,2024-12-21T12:50:00,system@alrashdeng.ae,1,True,—
DOC-7452BC1B,PRJ-052,Site Instruction,SIT-052-641,Could cost strategy personal,R1,2025-07-15,EMP-0122,Draft,MEP,//server/projects/PRJ-052/Site Instruction/HoRxAT.pdf,—,2025-07-15T15:00:00,2025-07-15T15:00:00,system@alrashdeng.ae,1,True,—
DOC-0CA56674,PRJ-052,Meeting Minutes,MEE-052-200,Watch glass individual best,R2,2025-07-05,EMP-0124,Approved,Architectural,//server/projects/PRJ-052/Meeting Minutes/EftQkL.pdf,—,2025-07-05T15:04:00,2025-07-05T15:04:00,system@alrashdeng.ae,1,True,—
DOC-4D264AC7,PRJ-052,Shop Drawing,SHO-052-166,Commercial head will,R1,2024-11-22,EMP-0128,Superseded,Structural,//server/projects/PRJ-052/Shop Drawing/wVochQ.pdf,—,2024-11-22T09:09:00,2024-11-22T09:09:00,system@alrashdeng.ae,1,True,—
DOC-A3C4CD5C,PRJ-052,Inspection Request,INS-052-588,Form religious five,R0,2024-12-16,EMP-0128,For Review,MEP,//server/projects/PRJ-052/Inspection Request/NiZzHT.pdf,—,2024-12-16T14:18:00,2024-12-16T14:18:00,system@alrashdeng.ae,1,True,—
DOC-F501AAA0,PRJ-052,Material Submittal,MAT-052-758,She sing either network involve,R3,2025-09-25,EMP-0127,Approved,Architectural,//server/projects/PRJ-052/Material Submittal/PrGvXO.pdf,—,2025-09-25T08:54:00,2025-09-25T08:54:00,system@alrashdeng.ae,1,True,—
DOC-2FB2015D,PRJ-052,Method Statement,MET-052-892,Middle various health,R0,2025-01-28,EMP-0126,Draft,MEP,//server/projects/PRJ-052/Method Statement/gspFjF.pdf,—,2025-01-28T13:34:00,2025-01-28T13:34:00,system@alrashdeng.ae,1,True,—
DOC-9F1FC0B8,PRJ-052,Progress Report,PRO-052-393,Whole too spring,R0,2025-10-08,EMP-0126,Approved,Structural,//server/projects/PRJ-052/Progress Report/UQMYwa.pdf,—,2025-10-08T17:16:00,2025-10-08T17:16:00,system@alrashdeng.ae,1,True,—
DOC-0ED26DEE,PRJ-052,RFI,RFI-052-796,Quality discover church,R2,2026-01-11,EMP-0124,For Review,Civil,//server/projects/PRJ-052/RFI/TOyfJF.pdf,—,2026-01-11T10:45:00,2026-01-11T10:45:00,system@alrashdeng.ae,1,True,—
DOC-8D720EE8,PRJ-052,Site Instruction,SIT-052-593,Mouth operation third focus,R0,2025-04-01,EMP-0128,Draft,Civil,//server/projects/PRJ-052/Site Instruction/ujXWyy.pdf,—,2025-04-01T15:57:00,2025-04-01T15:57:00,system@alrashdeng.ae,1,True,—
DOC-955738C1,PRJ-052,Test Report,TES-052-355,Push voice put program,R3,2025-11-09,EMP-0127,Approved,MEP,//server/projects/PRJ-052/Test Report/tDkJvJ.pdf,—,2025-11-09T13:40:00,2025-11-09T13:40:00,system@alrashdeng.ae,1,True,—
DOC-0D708D34,PRJ-052,Shop Drawing,SHO-052-800,Sort glass husband available specific voice,R1,2025-09-10,EMP-0127,Superseded,Structural,//server/projects/PRJ-052/Shop Drawing/IIuNRC.pdf,—,2025-09-10T16:03:00,2025-09-10T16:03:00,system@alrashdeng.ae,1,True,—
DOC-026495BC,PRJ-052,As-Built Drawing,AS--052-362,Attention prevent thank,R2,2025-10-13,EMP-0128,Draft,MEP,//server/projects/PRJ-052/As-Built Drawing/oWDniW.pdf,—,2025-10-13T15:32:00,2025-10-13T15:32:00,system@alrashdeng.ae,1,True,—
DOC-B5266CAA,PRJ-052,Material Submittal,MAT-052-720,Start back move,R0,2025-02-20,EMP-0123,For Review,Civil,//server/projects/PRJ-052/Material Submittal/CoHoRg.pdf,—,2025-02-20T10:57:00,2025-02-20T10:57:00,system@alrashdeng.ae,1,True,—
DOC-F706B615,PRJ-052,Variation Order,VAR-052-361,Quickly specific skin,R2,2024-12-03,EMP-0123,Approved,Structural,//server/projects/PRJ-052/Variation Order/qSUtNu.pdf,—,2024-12-03T16:17:00,2024-12-03T16:17:00,system@alrashdeng.ae,1,True,—
DOC-2431324F,PRJ-052,Meeting Minutes,MEE-052-241,Ten once situation moment appear spring,R2,2025-12-28,EMP-0124,Approved,MEP,//server/projects/PRJ-052/Meeting Minutes/Hcnwkz.pdf,—,2025-12-28T14:35:00,2025-12-28T14:35:00,system@alrashdeng.ae,1,True,—
DOC-4557D61C,PRJ-052,Variation Order,VAR-052-965,Yourself hotel modern because blood week,R0,2025-03-01,EMP-0122,Superseded,MEP,//server/projects/PRJ-052/Variation Order/VuFaYr.pdf,—,2025-03-01T14:17:00,2025-03-01T14:17:00,system@alrashdeng.ae,1,True,—
DOC-FC42D72D,PRJ-052,As-Built Drawing,AS--052-672,Answer whatever scientist piece recognize necessary,R0,2026-02-18,EMP-0126,For Review,Architectural,//server/projects/PRJ-052/As-Built Drawing/uNZGYJ.pdf,—,2026-02-18T17:51:00,2026-02-18T17:51:00,system@alrashdeng.ae,1,True,—
DOC-A04C509C,PRJ-052,RFI,RFI-052-315,Employee east amount later,R3,2025-02-10,EMP-0130,Approved,HSE,//server/projects/PRJ-052/RFI/yREvqf.pdf,—,2025-02-10T14:00:00,2025-02-10T14:00:00,system@alrashdeng.ae,1,True,—
DOC-55C1205F,PRJ-052,Inspection Request,INS-052-861,Treatment current arrive station,R3,2025-10-17,EMP-0130,Superseded,Civil,//server/projects/PRJ-052/Inspection Request/rgmjMJ.pdf,—,2025-10-17T07:57:00,2025-10-17T07:57:00,system@alrashdeng.ae,1,True,—
DOC-CF804608,PRJ-052,Progress Report,PRO-052-724,Wall black response happy concern,R0,2025-09-10,EMP-0130,Approved,Civil,//server/projects/PRJ-052/Progress Report/pSsyjL.pdf,—,2025-09-10T09:33:00,2025-09-10T09:33:00,system@alrashdeng.ae,1,True,—
DOC-C2F32D01,PRJ-052,Progress Report,PRO-052-879,Parent read candidate,R2,2026-02-13,EMP-0117,Superseded,Architectural,//server/projects/PRJ-052/Progress Report/JNntId.pdf,—,2026-02-13T12:22:00,2026-02-13T12:22:00,system@alrashdeng.ae,1,True,—
DOC-97681128,PRJ-052,As-Built Drawing,AS--052-958,Particular beat whom,R3,2025-04-09,EMP-0128,For Review,Structural,//server/projects/PRJ-052/As-Built Drawing/SnJYrl.pdf,—,2025-04-09T12:14:00,2025-04-09T12:14:00,system@alrashdeng.ae,1,True,—
DOC-E6434E45,PRJ-052,Test Report,TES-052-597,Food so science ten brother impact,R2,2025-05-24,EMP-0117,Superseded,Architectural,//server/projects/PRJ-052/Test Report/VIunIJ.pdf,—,2025-05-24T11:20:00,2025-05-24T11:20:00,system@alrashdeng.ae,1,True,—
DOC-8D402998,PRJ-052,Method Statement,MET-052-457,Doctor coach quality,R3,2024-12-16,EMP-0123,For Review,HSE,//server/projects/PRJ-052/Method Statement/SPDalf.pdf,—,2024-12-16T11:43:00,2024-12-16T11:43:00,system@alrashdeng.ae,1,True,—
DOC-08D4A5E4,PRJ-052,Meeting Minutes,MEE-052-604,Human miss either open catch,R2,2025-05-14,EMP-0123,Superseded,HSE,//server/projects/PRJ-052/Meeting Minutes/GMYCvc.pdf,—,2025-05-14T17:44:00,2025-05-14T17:44:00,system@alrashdeng.ae,1,True,—
DOC-BC34AABE,PRJ-052,RFI,RFI-052-837,Partner concern hear research,R1,2025-12-02,EMP-0124,For Review,HSE,//server/projects/PRJ-052/RFI/SKEXpf.pdf,—,2025-12-02T09:48:00,2025-12-02T09:48:00,system@alrashdeng.ae,1,True,—
DOC-1ECF51F5,PRJ-052,RFI,RFI-052-464,Point college church serve company fast,R0,2025-01-21,EMP-0126,Draft,MEP,//server/projects/PRJ-052/RFI/vTwBlD.pdf,—,2025-01-21T07:51:00,2025-01-21T07:51:00,system@alrashdeng.ae,1,True,—
DOC-01DCD744,PRJ-052,NCR,NCR-052-701,Develop at director purpose night also,R1,2024-12-23,EMP-0130,For Review,HSE,//server/projects/PRJ-052/NCR/oAJkYB.pdf,—,2024-12-23T15:51:00,2024-12-23T15:51:00,system@alrashdeng.ae,1,True,—
DOC-37DB9894,PRJ-052,As-Built Drawing,AS--052-837,Remember responsibility player local nor,R0,2025-10-19,EMP-0122,Draft,Architectural,//server/projects/PRJ-052/As-Built Drawing/oTTYLx.pdf,—,2025-10-19T12:08:00,2025-10-19T12:08:00,system@alrashdeng.ae,1,True,—
DOC-5F5F098B,PRJ-052,Test Report,TES-052-570,Sign experience ten goal for,R0,2025-12-30,EMP-0127,Draft,Civil,//server/projects/PRJ-052/Test Report/MKREWy.pdf,—,2025-12-30T16:57:00,2025-12-30T16:57:00,system@alrashdeng.ae,1,True,—
DOC-C07AEAC9,PRJ-052,NCR,NCR-052-526,Realize agent son herself look,R1,2026-02-17,EMP-0119,Approved,HSE,//server/projects/PRJ-052/NCR/EROrdW.pdf,—,2026-02-17T12:36:00,2026-02-17T12:36:00,system@alrashdeng.ae,1,True,—
DOC-AC1286B1,PRJ-052,As-Built Drawing,AS--052-924,Necessary list chair similar necessary,R1,2025-11-28,EMP-0124,Draft,HSE,//server/projects/PRJ-052/As-Built Drawing/WmJZUe.pdf,—,2025-11-28T12:10:00,2025-11-28T12:10:00,system@alrashdeng.ae,1,True,—
DOC-7792E849,PRJ-052,Test Report,TES-052-562,Score down industry,R0,2025-06-26,EMP-0124,Approved,HSE,//server/projects/PRJ-052/Test Report/vHwPkV.pdf,—,2025-06-26T11:37:00,2025-06-26T11:37:00,system@alrashdeng.ae,1,True,—
DOC-0ACBF4A3,PRJ-052,Method Statement,MET-052-654,Else research actually nature,R1,2025-03-13,EMP-0123,Approved,Civil,//server/projects/PRJ-052/Method Statement/jsquRg.pdf,—,2025-03-13T11:13:00,2025-03-13T11:13:00,system@alrashdeng.ae,1,True,—
DOC-1ED8E66B,PRJ-052,Shop Drawing,SHO-052-398,Stock toward month travel,R1,2025-09-13,EMP-0126,Superseded,Structural,//server/projects/PRJ-052/Shop Drawing/VbfXWl.pdf,—,2025-09-13T15:41:00,2025-09-13T15:41:00,system@alrashdeng.ae,1,True,—
DOC-187C6397,PRJ-052,Inspection Request,INS-052-941,He leader game support,R1,2025-08-08,EMP-0117,Approved,HSE,//server/projects/PRJ-052/Inspection Request/VCypfF.pdf,—,2025-08-08T13:27:00,2025-08-08T13:27:00,system@alrashdeng.ae,1,True,—
DOC-A9E9B32B,PRJ-052,Progress Report,PRO-052-236,Picture color my,R1,2026-01-31,EMP-0119,Approved,MEP,//server/projects/PRJ-052/Progress Report/vEMBSS.pdf,—,2026-01-31T17:35:00,2026-01-31T17:35:00,system@alrashdeng.ae,1,True,—
DOC-2F66F6A3,PRJ-052,Site Instruction,SIT-052-909,Best police treatment,R3,2025-02-17,EMP-0117,For Review,HSE,//server/projects/PRJ-052/Site Instruction/xBWwNz.pdf,—,2025-02-17T08:31:00,2025-02-17T08:31:00,system@alrashdeng.ae,1,True,—
DOC-19151082,PRJ-052,Site Instruction,SIT-052-457,Choose environmental special the everything whose,R2,2025-02-23,EMP-0124,For Review,Structural,//server/projects/PRJ-052/Site Instruction/OLFfnA.pdf,—,2025-02-23T17:31:00,2025-02-23T17:31:00,system@alrashdeng.ae,1,True,—
DOC-1D0342A8,PRJ-052,Variation Order,VAR-052-931,Return size mother firm,R1,2025-12-18,EMP-0130,For Review,MEP,//server/projects/PRJ-052/Variation Order/RBHrEl.pdf,—,2025-12-18T13:07:00,2025-12-18T13:07:00,system@alrashdeng.ae,1,True,—
DOC-CA7FFB47,PRJ-052,RFI,RFI-052-762,Experience rate arm computer start property,R1,2025-05-22,EMP-0129,For Review,Structural,//server/projects/PRJ-052/RFI/WXjxce.pdf,—,2025-05-22T10:57:00,2025-05-22T10:57:00,system@alrashdeng.ae,1,True,—
DOC-CC8EA058,PRJ-052,NCR,NCR-052-123,Story although face establish policy,R0,2025-10-25,EMP-0122,Approved,Structural,//server/projects/PRJ-052/NCR/NfQkDP.pdf,—,2025-10-25T17:53:00,2025-10-25T17:53:00,system@alrashdeng.ae,1,True,—
DOC-0807B3E9,PRJ-052,RFI,RFI-052-774,Animal red push career care,R1,2026-01-20,EMP-0123,Approved,Civil,//server/projects/PRJ-052/RFI/vvrRxR.pdf,—,2026-01-20T15:07:00,2026-01-20T15:07:00,system@alrashdeng.ae,1,True,—
DOC-0E066C05,PRJ-052,NCR,NCR-052-729,Whatever sea energy tree,R1,2025-01-26,EMP-0124,Approved,Architectural,//server/projects/PRJ-052/NCR/kgAEyo.pdf,—,2025-01-26T16:21:00,2025-01-26T16:21:00,system@alrashdeng.ae,1,True,—
DOC-5D4EC329,PRJ-052,Method Statement,MET-052-716,Ball piece experience test behavior,R3,2025-08-28,EMP-0123,Approved,HSE,//server/projects/PRJ-052/Method Statement/LQRXDI.pdf,—,2025-08-28T14:49:00,2025-08-28T14:49:00,system@alrashdeng.ae,1,True,—
DOC-BE91FE7F,PRJ-052,Site Instruction,SIT-052-468,Hand across wrong audience,R1,2025-09-22,EMP-0126,Draft,Civil,//server/projects/PRJ-052/Site Instruction/jOqhXe.pdf,—,2025-09-22T11:48:00,2025-09-22T11:48:00,system@alrashdeng.ae,1,True,—
DOC-B0846108,PRJ-052,As-Built Drawing,AS--052-307,Conference coach former article,R0,2025-12-22,EMP-0117,Draft,MEP,//server/projects/PRJ-052/As-Built Drawing/HwAVCP.pdf,—,2025-12-22T08:35:00,2025-12-22T08:35:00,system@alrashdeng.ae,1,True,—
DOC-A77AF78B,PRJ-052,Method Statement,MET-052-521,Within policy summer involve drug,R1,2026-02-26,EMP-0126,Approved,HSE,//server/projects/PRJ-052/Method Statement/syVDIq.pdf,—,2026-02-26T07:53:00,2026-02-26T07:53:00,system@alrashdeng.ae,1,True,—
DOC-A2F2E779,PRJ-052,Variation Order,VAR-052-476,Five fight build on office,R2,2025-03-26,EMP-0119,Draft,MEP,//server/projects/PRJ-052/Variation Order/gUBcdX.pdf,—,2025-03-26T09:33:00,2025-03-26T09:33:00,system@alrashdeng.ae,1,True,—
DOC-BE8C7E57,PRJ-052,NCR,NCR-052-571,Performance outside evidence,R0,2025-12-29,EMP-0128,Approved,HSE,//server/projects/PRJ-052/NCR/omTHug.pdf,—,2025-12-29T12:40:00,2025-12-29T12:40:00,system@alrashdeng.ae,1,True,—
DOC-45C1CAF0,PRJ-052,Shop Drawing,SHO-052-380,Second water prepare,R0,2025-01-24,EMP-0122,Approved,Structural,//server/projects/PRJ-052/Shop Drawing/fJTDUE.pdf,—,2025-01-24T13:03:00,2025-01-24T13:03:00,system@alrashdeng.ae,1,True,—
DOC-41CF95D7,PRJ-052,Method Statement,MET-052-298,Authority week stock tree power,R3,2025-05-21,EMP-0123,Approved,Structural,//server/projects/PRJ-052/Method Statement/KuhBBS.pdf,—,2025-05-21T10:54:00,2025-05-21T10:54:00,system@alrashdeng.ae,1,True,—
DOC-A632C60A,PRJ-052,Site Instruction,SIT-052-274,Line card phone,R0,2025-05-29,EMP-0117,Approved,MEP,//server/projects/PRJ-052/Site Instruction/eBnpLk.pdf,—,2025-05-29T12:58:00,2025-05-29T12:58:00,system@alrashdeng.ae,1,True,—
DOC-075EDE9F,PRJ-052,Material Submittal,MAT-052-828,What remain there,R0,2026-02-27,EMP-0124,Approved,Structural,//server/projects/PRJ-052/Material Submittal/ojqZUc.pdf,—,2026-02-27T07:13:00,2026-02-27T07:13:00,system@alrashdeng.ae,1,True,—
DOC-A5023FE9,PRJ-052,Material Submittal,MAT-052-227,Successful election series ago approach,R2,2025-04-30,EMP-0130,Draft,Civil,//server/projects/PRJ-052/Material Submittal/PITYcL.pdf,—,2025-04-30T13:25:00,2025-04-30T13:25:00,system@alrashdeng.ae,1,True,—
DOC-D22130B0,PRJ-052,Site Instruction,SIT-052-706,House chance north,R3,2025-06-27,EMP-0127,Superseded,Architectural,//server/projects/PRJ-052/Site Instruction/OHkyCP.pdf,—,2025-06-27T14:42:00,2025-06-27T14:42:00,system@alrashdeng.ae,1,True,—
DOC-D9FE001F,PRJ-052,Site Instruction,SIT-052-366,Edge house behavior note,R1,2025-11-24,EMP-0128,Superseded,Civil,//server/projects/PRJ-052/Site Instruction/SMDFUn.pdf,—,2025-11-24T17:01:00,2025-11-24T17:01:00,system@alrashdeng.ae,1,True,—
DOC-19BCDD16,PRJ-052,Progress Report,PRO-052-990,Some use word pick mother home,R0,2025-11-26,EMP-0126,Draft,Civil,//server/projects/PRJ-052/Progress Report/FZVqvV.pdf,—,2025-11-26T12:24:00,2025-11-26T12:24:00,system@alrashdeng.ae,1,True,—
DOC-B74F83B7,PRJ-052,Material Submittal,MAT-052-236,Room prevent no go training,R0,2025-05-05,EMP-0124,For Review,HSE,//server/projects/PRJ-052/Material Submittal/xLgxSG.pdf,—,2025-05-05T10:11:00,2025-05-05T10:11:00,system@alrashdeng.ae,1,True,—
DOC-F5D7092E,PRJ-052,NCR,NCR-052-697,New from president,R0,2025-09-11,EMP-0126,Approved,Civil,//server/projects/PRJ-052/NCR/NJMOVH.pdf,—,2025-09-11T10:05:00,2025-09-11T10:05:00,system@alrashdeng.ae,1,True,—
DOC-B9665837,PRJ-052,Shop Drawing,SHO-052-839,Skin assume stand,R2,2025-04-11,EMP-0129,Approved,Architectural,//server/projects/PRJ-052/Shop Drawing/WIbTUN.pdf,—,2025-04-11T14:13:00,2025-04-11T14:13:00,system@alrashdeng.ae,1,True,—
DOC-C9542FA7,PRJ-052,Method Statement,MET-052-691,Very until across about forget eight,R1,2025-11-03,EMP-0122,Approved,Civil,//server/projects/PRJ-052/Method Statement/CDceGY.pdf,—,2025-11-03T17:02:00,2025-11-03T17:02:00,system@alrashdeng.ae,1,True,—
DOC-B7A7AE05,PRJ-052,Test Report,TES-052-668,Base enough thousand task fire,R2,2025-05-02,EMP-0127,Approved,Civil,//server/projects/PRJ-052/Test Report/iAwfUg.pdf,—,2025-05-02T09:04:00,2025-05-02T09:04:00,system@alrashdeng.ae,1,True,—
DOC-DE8964A3,PRJ-052,Method Statement,MET-052-755,Week begin land which have,R3,2025-11-11,EMP-0117,Superseded,MEP,//server/projects/PRJ-052/Method Statement/VECYQD.pdf,—,2025-11-11T14:26:00,2025-11-11T14:26:00,system@alrashdeng.ae,1,True,—
DOC-AFF00908,PRJ-052,Material Submittal,MAT-052-257,Whose control impact scientist team,R0,2025-08-17,EMP-0117,Approved,HSE,//server/projects/PRJ-052/Material Submittal/DgqhaN.pdf,—,2025-08-17T16:18:00,2025-08-17T16:18:00,system@alrashdeng.ae,1,True,—
DOC-5AE5AE2C,PRJ-052,Shop Drawing,SHO-052-764,Drug free human hour development former,R1,2026-01-15,EMP-0130,Approved,HSE,//server/projects/PRJ-052/Shop Drawing/IywpIN.pdf,—,2026-01-15T14:28:00,2026-01-15T14:28:00,system@alrashdeng.ae,1,True,—
DOC-296BDB6A,PRJ-052,RFI,RFI-052-570,Husband very matter detail much woman,R2,2025-03-03,EMP-0128,Draft,HSE,//server/projects/PRJ-052/RFI/ZUUGxy.pdf,—,2025-03-03T13:07:00,2025-03-03T13:07:00,system@alrashdeng.ae,1,True,—
DOC-ECE2C9AE,PRJ-052,Material Submittal,MAT-052-997,Must main senior,R2,2025-02-17,EMP-0119,Approved,HSE,//server/projects/PRJ-052/Material Submittal/vrwzHk.pdf,—,2025-02-17T08:35:00,2025-02-17T08:35:00,system@alrashdeng.ae,1,True,—
DOC-7DC46E76,PRJ-052,Test Report,TES-052-352,Heavy truth box place billion increase,R0,2025-06-26,EMP-0127,Approved,HSE,//server/projects/PRJ-052/Test Report/FqOOtu.pdf,—,2025-06-26T16:22:00,2025-06-26T16:22:00,system@alrashdeng.ae,1,True,—
DOC-2FF2EC55,PRJ-052,Test Report,TES-052-457,Up music through source garden both,R3,2025-10-05,EMP-0127,Approved,HSE,//server/projects/PRJ-052/Test Report/zyIOBN.pdf,—,2025-10-05T17:36:00,2025-10-05T17:36:00,system@alrashdeng.ae,1,True,—
DOC-BA13E465,PRJ-052,Variation Order,VAR-052-134,Wish education study,R0,2025-11-20,EMP-0123,Superseded,MEP,//server/projects/PRJ-052/Variation Order/QAAkLS.pdf,—,2025-11-20T12:15:00,2025-11-20T12:15:00,system@alrashdeng.ae,1,True,—
DOC-492CBD22,PRJ-052,Variation Order,VAR-052-235,Never everything individual fall,R2,2025-03-26,EMP-0122,Draft,HSE,//server/projects/PRJ-052/Variation Order/esZFvl.pdf,—,2025-03-26T11:20:00,2025-03-26T11:20:00,system@alrashdeng.ae,1,True,—
DOC-3D92B46A,PRJ-052,Meeting Minutes,MEE-052-486,Piece face agency bed,R0,2024-11-21,EMP-0130,Approved,Architectural,//server/projects/PRJ-052/Meeting Minutes/sgwEtJ.pdf,—,2024-11-21T11:56:00,2024-11-21T11:56:00,system@alrashdeng.ae,1,True,—
DOC-214BC5CC,PRJ-052,Method Statement,MET-052-682,First today model physical decade yard,R1,2025-04-02,EMP-0127,Approved,HSE,//server/projects/PRJ-052/Method Statement/NbFFrL.pdf,—,2025-04-02T13:27:00,2025-04-02T13:27:00,system@alrashdeng.ae,1,True,—
DOC-9A433C27,PRJ-052,Variation Order,VAR-052-488,Hear treatment ever choose,R1,2025-08-25,EMP-0128,Superseded,MEP,//server/projects/PRJ-052/Variation Order/bKunrE.pdf,—,2025-08-25T11:36:00,2025-08-25T11:36:00,system@alrashdeng.ae,1,True,—
DOC-C23B5EC6,PRJ-052,Site Instruction,SIT-052-891,Election contain environment young dinner,R0,2025-04-30,EMP-0126,Approved,MEP,//server/projects/PRJ-052/Site Instruction/QFvcsk.pdf,—,2025-04-30T17:58:00,2025-04-30T17:58:00,system@alrashdeng.ae,1,True,—
DOC-3BF6A8C6,PRJ-052,NCR,NCR-052-440,Four bit miss,R2,2025-03-03,EMP-0129,Draft,Architectural,//server/projects/PRJ-052/NCR/QbqcLW.pdf,—,2025-03-03T08:52:00,2025-03-03T08:52:00,system@alrashdeng.ae,1,True,—
DOC-989C6EE4,PRJ-052,Inspection Request,INS-052-850,Finally though life need,R1,2025-10-20,EMP-0119,For Review,Structural,//server/projects/PRJ-052/Inspection Request/ITJHyH.pdf,—,2025-10-20T11:40:00,2025-10-20T11:40:00,system@alrashdeng.ae,1,True,—
DOC-4A39C2AD,PRJ-052,Progress Report,PRO-052-886,Current star attention sell,R0,2025-04-27,EMP-0129,Approved,Structural,//server/projects/PRJ-052/Progress Report/AKvZFn.pdf,—,2025-04-27T12:02:00,2025-04-27T12:02:00,system@alrashdeng.ae,1,True,—
DOC-D44D1440,PRJ-052,Shop Drawing,SHO-052-791,Option want ago after,R0,2025-06-10,EMP-0124,Approved,HSE,//server/projects/PRJ-052/Shop Drawing/JSkgLi.pdf,—,2025-06-10T13:48:00,2025-06-10T13:48:00,system@alrashdeng.ae,1,True,—
DOC-BA7C6CC7,PRJ-052,Test Report,TES-052-851,Month ability yes number college,R3,2025-02-13,EMP-0123,Approved,Civil,//server/projects/PRJ-052/Test Report/GHDGmz.pdf,—,2025-02-13T14:18:00,2025-02-13T14:18:00,system@alrashdeng.ae,1,True,—
DOC-1A87A66D,PRJ-052,Site Instruction,SIT-052-145,Possible high wear compare side nice,R1,2024-12-20,EMP-0128,Approved,MEP,//server/projects/PRJ-052/Site Instruction/yapkqT.pdf,—,2024-12-20T10:54:00,2024-12-20T10:54:00,system@alrashdeng.ae,1,True,—
DOC-8A5CA390,PRJ-052,Shop Drawing,SHO-052-283,Hold must prove chance,R0,2025-12-27,EMP-0117,For Review,Architectural,//server/projects/PRJ-052/Shop Drawing/zQUJhr.pdf,—,2025-12-27T15:25:00,2025-12-27T15:25:00,system@alrashdeng.ae,1,True,—
DOC-D0E4B716,PRJ-052,Test Report,TES-052-525,Deep together build success stock good,R0,2025-03-08,EMP-0130,Approved,Civil,//server/projects/PRJ-052/Test Report/Zhybjj.pdf,—,2025-03-08T07:43:00,2025-03-08T07:43:00,system@alrashdeng.ae,1,True,—
DOC-478D7D37,PRJ-052,As-Built Drawing,AS--052-406,Break table kid glass science,R3,2025-10-24,EMP-0128,Superseded,Structural,//server/projects/PRJ-052/As-Built Drawing/QyDGgR.pdf,—,2025-10-24T09:45:00,2025-10-24T09:45:00,system@alrashdeng.ae,1,True,—
DOC-52B68A5F,PRJ-052,Method Statement,MET-052-648,Where author government feel now,R2,2024-12-10,EMP-0129,Draft,Civil,//server/projects/PRJ-052/Method Statement/oLZVlP.pdf,—,2024-12-10T15:08:00,2024-12-10T15:08:00,system@alrashdeng.ae,1,True,—
DOC-5A4B5BB1,PRJ-052,Site Instruction,SIT-052-838,Discover ground information decision better new,R0,2025-03-04,EMP-0124,For Review,MEP,//server/projects/PRJ-052/Site Instruction/gOnXyW.pdf,—,2025-03-04T10:39:00,2025-03-04T10:39:00,system@alrashdeng.ae,1,True,—
DOC-EE7A2A51,PRJ-052,Material Submittal,MAT-052-889,Herself mention floor drug,R1,2025-05-17,EMP-0126,Superseded,HSE,//server/projects/PRJ-052/Material Submittal/KJVzgB.pdf,—,2025-05-17T15:52:00,2025-05-17T15:52:00,system@alrashdeng.ae,1,True,—
DOC-42C08F2C,PRJ-052,Shop Drawing,SHO-052-362,Manager church as read,R0,2025-09-28,EMP-0128,For Review,MEP,//server/projects/PRJ-052/Shop Drawing/Shmgqv.pdf,—,2025-09-28T14:56:00,2025-09-28T14:56:00,system@alrashdeng.ae,1,True,—
DOC-BB6BDC75,PRJ-052,Inspection Request,INS-052-190,Pick get six member kind lay any,R1,2025-04-27,EMP-0119,Draft,Civil,//server/projects/PRJ-052/Inspection Request/MVtKcP.pdf,—,2025-04-27T07:07:00,2025-04-27T07:07:00,system@alrashdeng.ae,1,True,—
DOC-3AE6BB7F,PRJ-052,Progress Report,PRO-052-443,Man result expert,R2,2024-11-25,EMP-0129,Approved,HSE,//server/projects/PRJ-052/Progress Report/UkHbZi.pdf,—,2024-11-25T15:19:00,2024-11-25T15:19:00,system@alrashdeng.ae,1,True,—
DOC-891469C8,PRJ-052,Variation Order,VAR-052-569,Officer agreement various chance upon,R3,2025-03-24,EMP-0130,Approved,Structural,//server/projects/PRJ-052/Variation Order/llHQUQ.pdf,—,2025-03-24T16:25:00,2025-03-24T16:25:00,system@alrashdeng.ae,1,True,—
DOC-B13716F7,PRJ-052,Inspection Request,INS-052-118,The lot conference condition city,R1,2025-04-12,EMP-0129,Approved,HSE,//server/projects/PRJ-052/Inspection Request/SoiJDn.pdf,—,2025-04-12T14:41:00,2025-04-12T14:41:00,system@alrashdeng.ae,1,True,—
DOC-930F6129,PRJ-052,Meeting Minutes,MEE-052-971,Design offer draw share any different,R1,2025-10-02,EMP-0119,Superseded,Civil,//server/projects/PRJ-052/Meeting Minutes/PkmiEY.pdf,—,2025-10-02T12:48:00,2025-10-02T12:48:00,system@alrashdeng.ae,1,True,—
DOC-2E4B6683,PRJ-052,RFI,RFI-052-490,We threat character,R0,2025-06-01,EMP-0122,Superseded,Structural,//server/projects/PRJ-052/RFI/MXFHRw.pdf,—,2025-06-01T09:48:00,2025-06-01T09:48:00,system@alrashdeng.ae,1,True,—
DOC-458A13DF,PRJ-052,NCR,NCR-052-631,Left seat statement cost support commercial,R3,2025-10-24,EMP-0129,Approved,MEP,//server/projects/PRJ-052/NCR/tpOayJ.pdf,—,2025-10-24T13:02:00,2025-10-24T13:02:00,system@alrashdeng.ae,1,True,—
